id,sex,birthdate,Year of birth,Age,user_name,instagram_number_of_posts,instagram_number_of_followers,instagram_average_number_of_comments,instagram_average_number_of_reactions,instagram_average_engagement,instagram_average_engagement_rate
5238,female,21/01/1999,1999,19,insta_5238,60,920,"3,266666667","176,15","179,4166667","0,1950181159"
5641,female,05/11/1998,1998,19,insta_5641,9,922,"15,88888889",110,"125,8888889","0,136538925"
4786,female,19/02/1999,1999,19,insta_4786,100,926,"2,17","173,8","175,97","0,1900323974"
5562,female,30/10/1998,1998,19,insta_5562,64,926,"3,515625","101,78125","105,296875","0,1137115281"
15332,female,03/08/1998,1998,19,insta_15332,41,926,"4,414634146","115,0487805","119,4634146","0,129010167"
8074,female,13/08/1998,1998,19,insta_8074,27,929,"3,444444444","134,6296296","138,0740741","0,1486265598"
7957,female,31/12/1998,1998,19,insta_7957,12,933,"0,5833333333","373,25","373,8333333","0,4006788139"
3630,female,08/02/1999,1999,19,insta_3630,19,941,"9,368421053","96,68421053","106,0526316","0,1127020527"
5661,female,28/07/1998,1998,19,insta_5661,2,941,1,"24,5","25,5","0,02709883103"
1328,male,08/04/1999,1999,19,insta_1328,2,942,5,135,140,"0,1486199575"
6169,female,10/11/1998,1998,19,insta_6169,68,943,"1,367647059","100,1764706","101,5441176","0,1076819911"
419,female,28/09/1998,1998,19,insta_419,100,945,"2,74","153,58","156,32","0,1654179894"
4667,female,25/03/1999,1999,19,insta_4667,80,945,"1,4625","92,2125","93,675","0,09912698413"
1889,female,18/01/1999,1999,19,insta_1889,33,950,"3,303030303","77,39393939","80,6969697","0,08494417863"
1048,female,23/06/1998,1998,19,insta_1048,100,954,"10,24","272,63","282,87","0,296509434"
8776,female,15/03/1999,1999,19,insta_8776,5,954,1,"129,4","130,4","0,136687631"
4980,female,14/03/1999,1999,19,insta_4980,100,955,"3,98","122,52","126,5","0,132460733"
5916,female,01/02/1999,1999,19,insta_5916,98,958,"9,714285714","112,4591837","122,1734694","0,1275297175"
2780,female,23/02/1999,1999,19,insta_2780,151,962,"2,735099338","53,12582781","55,86092715","0,05806749184"
1116,female,19/05/1999,1999,19,insta_1116,3,963,52,"141,6666667","193,6666667","0,2011076497"
9053,female,11/01/1999,1999,19,insta_9053,57,967,"10,70175439","71,12280702","81,8245614","0,08461691976"
2405,female,29/09/1998,1998,19,insta_2405,100,969,"1,62","81,2","82,82","0,08546955624"
8707,female,30/11/1998,1998,19,insta_8707,33,971,"4,545454545","136,9393939","141,4848485","0,1457104516"
7825,female,18/02/1999,1999,19,insta_7825,60,972,"2,966666667","151,4666667","154,4333333","0,1588820302"
14019,female,09/10/1998,1998,19,insta_14019,13,974,"7,692307692","365,8461538","373,5384615","0,3835097141"
2297,female,09/03/1999,1999,19,insta_2297,100,975,"14,66","159,31","173,97","0,1784307692"
2297,female,09/03/1999,1999,19,insta_2297,100,975,"14,66","159,31","173,97","0,1784307692"
9423,female,18/05/1999,1999,19,insta_9423,8,983,"19,75","245,75","265,5","0,2700915565"
8474,female,18/07/1998,1998,19,insta_8474,7,988,"4,285714286","120,1428571","124,4285714","0,1259398496"
9663,female,14/08/1998,1998,19,insta_9663,6,988,"4,666666667",94,"98,66666667","0,09986504723"
1177,female,04/02/1999,1999,19,insta_1177,100,990,"5,18","199,59","204,77","0,2068383838"
12782,female,28/10/1998,1998,19,insta_12782,2,991,0,"35,5","35,5","0,03582240161"
3261,female,14/02/1999,1999,19,insta_3261,100,1006,"2,86","159,44","162,3","0,161332008"
3676,female,13/04/1999,1999,19,insta_3676,179,1006,"7,530726257","95,5698324","103,1005587","0,1024856448"
6718,male,10/05/1999,1999,19,insta_6718,100,1014,"2,64","120,15","122,79","0,1210946746"
10033,female,08/06/1999,1999,19,insta_10033,54,1017,"3,333333333","80,5","83,83333333","0,08243198951"
11795,male,24/01/1999,1999,19,insta_11795,83,1021,"2,385542169","55,78313253","58,1686747","0,0569722573"
3426,female,07/03/1999,1999,19,insta_3426,100,1022,"7,17","143,97","151,14","0,1478864971"
3492,female,09/01/1999,1999,19,insta_3492,60,1026,"7,116666667","115,9166667","123,0333333","0,1199155296"
15067,female,24/01/1999,1999,19,insta_15067,56,1029,"14,21428571","111,875","126,0892857","0,122535749"
6981,female,01/09/1998,1998,19,insta_6981,100,1031,"5,06","108,7","113,76","0,1103394762"
2952,female,05/01/1999,1999,19,insta_2952,94,1042,"9,382978723","174,8723404","184,2553191","0,1768285213"
3551,female,06/06/1999,1999,19,insta_3551,7,1043,"25,57142857","209,8571429","235,4285714","0,2257225038"
5095,female,08/08/1998,1998,19,insta_5095,100,1051,"0,53",7,"7,53","0,007164605138"
9852,male,26/02/1999,1999,19,insta_9852,24,1053,"3,333333333","77,08333333","80,41666667","0,07636910415"
850,female,13/04/1999,1999,19,insta_850,46,1054,"36,69565217","292,173913","328,8695652","0,3120204604"
5428,female,04/03/1999,1999,19,insta_5428,99,1054,"2,383838384","68,12121212","70,50505051","0,06689283729"
5565,female,07/11/1998,1998,19,insta_5565,100,1057,"1,39","109,31","110,7","0,104730369"
4815,female,25/01/1999,1999,19,insta_4815,85,1062,"2,811764706","90,77647059","93,58823529","0,08812451534"
11103,female,18/03/1999,1999,19,insta_11103,5,1069,3,"153,2","156,2","0,1461178672"
3472,female,03/06/1999,1999,19,insta_3472,18,1070,"27,38888889",380,"407,3888889","0,3807372793"
5130,female,14/07/1998,1998,19,insta_5130,75,1075,"1,48","109,92","111,4","0,103627907"
7950,male,22/04/1999,1999,19,insta_7950,78,1075,"7,91025641","161,9230769","169,8333333","0,1579844961"
11889,female,30/03/1999,1999,19,insta_11889,36,1075,"9,305555556","194,9722222","204,2777778","0,1900258398"
12505,female,27/03/1999,1999,19,insta_12505,54,1075,"17,77777778","308,9444444","326,7222222","0,3039276486"
4928,female,14/06/1998,1998,19,insta_4928,100,1077,"1,19","77,36","78,55","0,07293407614"
7305,female,20/05/1999,1999,19,insta_7305,50,1080,"6,94","185,42","192,36","0,1781111111"
796,female,10/07/1998,1998,19,insta_796,100,1081,"1,47","70,46","71,93","0,06654024052"
8260,female,08/02/1999,1999,19,insta_8260,5,1083,11,"128,2","139,2","0,128531856"
10996,male,28/01/1999,1999,19,insta_10996,1,1086,1,212,213,"0,1961325967"
1604,female,05/08/1998,1998,19,insta_1604,95,1094,"0,9473684211","37,50526316","38,45263158","0,03514865775"
8570,female,31/01/1999,1999,19,insta_8570,3,1095,"3,333333333","48,33333333","51,66666667","0,04718417047"
7810,male,25/08/1998,1998,19,insta_7810,7,1098,"1,714285714","156,1428571","157,8571429","0,1437678897"
4554,female,29/05/1999,1999,19,insta_4554,34,1100,"4,382352941","138,8235294","143,2058824","0,1301871658"
5052,female,06/10/1998,1998,19,insta_5052,19,1104,"2,947368421","106,4736842","109,4210526","0,09911327231"
9683,female,06/05/1999,1999,19,insta_9683,27,1105,"2,481481481","149,5925926","152,0740741","0,1376235964"
7852,female,13/06/1998,1998,19,insta_7852,45,1108,"3,288888889","124,7555556","128,0444444","0,115563578"
8168,female,11/02/1999,1999,19,insta_8168,37,1111,"13,32432432","256,7837838","270,1081081","0,2431216095"
9900,female,17/05/1999,1999,19,insta_9900,13,1111,"8,615384615","66,69230769","75,30769231","0,06778370145"
11520,female,29/05/1999,1999,19,insta_11520,39,1112,"4,641025641","189,4358974","194,0769231","0,1745296071"
7133,female,24/03/1999,1999,19,insta_7133,100,1117,"5,6","119,65","125,25","0,1121307073"
9155,female,10/05/1999,1999,19,insta_9155,83,1122,"3,21686747","130,9879518","134,2048193","0,1196121384"
11536,female,23/04/1999,1999,19,insta_11536,100,1122,"0,57","23,66","24,23","0,02159536542"
8708,female,20/05/1999,1999,19,insta_8708,100,1128,"10,15","172,43","182,58","0,1618617021"
13706,female,22/08/1998,1998,19,insta_13706,1,1128,1,1493,1494,"1,324468085"
9102,female,26/11/1998,1998,19,insta_9102,3,1129,"0,6666666667",32,"32,66666667","0,02893416002"
6314,female,10/09/1998,1998,19,insta_6314,100,1131,"17,38","343,56","360,94","0,3191335102"
15579,female,12/02/1999,1999,19,insta_15579,100,1132,"2,28","138,51","140,79","0,1243727915"
12705,female,14/04/1999,1999,19,insta_12705,7,1133,"0,4285714286","169,4285714","169,8571429","0,1499180431"
255,female,19/11/1998,1998,19,insta_255,17,1134,"15,29411765","198,3529412","213,6470588","0,1884012864"
15882,female,19/08/1998,1998,19,insta_15882,19,1135,"6,736842105","164,6842105","171,4210526","0,1510317644"
9222,female,10/02/1999,1999,19,insta_9222,100,1137,"7,95","135,19","143,14","0,1258927001"
3558,female,15/02/1999,1999,19,insta_3558,90,1139,"3,955555556","90,36666667","94,32222222","0,08281143303"
6072,female,17/11/1998,1998,19,insta_6072,39,1139,"37,8974359","416,4615385","454,3589744","0,3989104252"
13849,female,25/06/1998,1998,19,insta_13849,100,1140,"6,72","173,38","180,1","0,1579824561"
9294,female,17/09/1998,1998,19,insta_9294,42,1142,"1,333333333","53,95238095","55,28571429","0,04841130848"
6796,female,30/12/1998,1998,19,insta_6796,100,1144,"4,33","220,31","224,64","0,1963636364"
9914,female,05/11/1998,1998,19,insta_9914,51,1148,17,"258,254902","275,254902","0,2397690784"
14338,female,19/10/1998,1998,19,insta_14338,100,1152,"6,11","159,62","165,73","0,1438628472"
943,female,03/01/1999,1999,19,insta_943,13,1153,"1,076923077","10,23076923","11,30769231","0,009807191941"
4038,female,29/04/1999,1999,19,insta_4038,13,1158,"3,923076923","301,1538462","305,0769231","0,2634515743"
12244,female,08/02/1999,1999,19,insta_12244,83,1158,"6,602409639","129,8915663","136,4939759","0,1178704455"
4912,female,10/03/1999,1999,19,insta_4912,60,1160,"3,1","91,95","95,05","0,08193965517"
7609,female,18/03/1999,1999,19,insta_7609,17,1162,"2,764705882","89,64705882","92,41176471","0,07952819682"
6580,female,26/06/1998,1998,19,insta_6580,100,1164,"8,75","153,39","162,14","0,1392955326"
523,female,17/06/1998,1998,19,insta_523,100,1165,"2,41","86,66","89,07","0,07645493562"
4988,female,22/03/1999,1999,19,insta_4988,100,1165,"4,13","130,92","135,05","0,1159227468"
1251,female,08/02/1999,1999,19,insta_1251,100,1170,"15,58","188,56","204,14","0,1744786325"
4574,female,14/11/1998,1998,19,insta_4574,1,1173,0,17,17,"0,01449275362"
7380,female,24/01/1999,1999,19,insta_7380,52,1176,"5,807692308","92,96153846","98,76923077","0,08398744113"
8925,female,31/07/1998,1998,19,insta_8925,100,1185,"97,18","433,45","530,63","0,4477890295"
8216,female,13/12/1998,1998,19,insta_8216,64,1188,"3,421875","350,90625","354,328125","0,2982559975"
1103,female,10/09/1998,1998,19,insta_1103,100,1202,"13,96","165,58","179,54","0,1493677205"
7044,female,13/03/1999,1999,19,insta_7044,92,1204,"6,27173913","148,2934783","154,5652174","0,1283764264"
13806,female,09/04/1999,1999,19,insta_13806,25,1205,"6,76","202,64","209,4","0,1737759336"
16041,female,14/06/1998,1998,19,insta_16041,100,1207,"1,45","27,72","29,17","0,02416735708"
14205,female,05/05/1999,1999,19,insta_14205,23,1214,"2,47826087","194,1304348","196,6086957","0,1619511496"
1257,female,20/06/1998,1998,19,insta_1257,98,1216,"0,4897959184","89,7244898","90,21428571","0,0741893797"
11587,female,07/06/1999,1999,19,insta_11587,20,1229,"23,7","131,85","155,55","0,1265663141"
3627,female,14/08/1998,1998,19,insta_3627,9,1234,5,"86,11111111","91,11111111","0,07383396362"
1005,female,12/04/1999,1999,19,insta_1005,100,1239,"7,09","124,81","131,9","0,10645682"
5981,female,26/05/1999,1999,19,insta_5981,3,1240,"0,6666666667",46,"46,66666667","0,0376344086"
3682,female,24/02/1999,1999,19,insta_3682,100,1242,"4,24","89,37","93,61","0,07537037037"
2585,female,12/01/1999,1999,19,insta_2585,14,1246,"2,5","120,8571429","123,3571429","0,09900252236"
9194,female,07/04/1999,1999,19,insta_9194,39,1253,"3,615384615","130,4358974","134,0512821","0,1069842634"
14936,female,27/10/1998,1998,19,insta_14936,72,1255,"39,13888889","244,625","283,7638889","0,2261066844"
4054,female,12/07/1998,1998,19,insta_4054,27,1260,"1,851851852","103,1851852","105,037037","0,08336272781"
1079,female,16/05/1999,1999,19,insta_1079,100,1262,"9,14","148,19","157,33","0,1246671949"
4070,female,23/01/1999,1999,19,insta_4070,100,1273,"0,88","21,14","22,02","0,01729772192"
3419,female,20/04/1999,1999,19,insta_3419,91,1275,"26,6043956","267,0659341","293,6703297","0,2303296703"
5140,female,22/12/1998,1998,19,insta_5140,100,1275,"1,81","166,21","168,02","0,1317803922"
13815,female,23/10/1998,1998,19,insta_13815,100,1289,"2,61","178,56","181,17","0,1405508146"
7263,female,10/02/1999,1999,19,insta_7263,14,1291,"3,714285714","110,2857143",114,"0,08830364059"
9383,female,21/09/1998,1998,19,insta_9383,100,1291,2,"92,78","94,78","0,07341595662"
12603,female,18/07/1998,1998,19,insta_12603,1,1291,3,46,49,"0,03795507359"
12862,female,20/12/1998,1998,19,insta_12862,100,1292,"13,29","126,01","139,3","0,1078173375"
3316,female,21/11/1998,1998,19,insta_3316,1,1294,1,73,74,"0,057187017"
1750,female,24/09/1998,1998,19,insta_1750,3,1309,2,35,37,"0,0282658518"
762,female,10/03/1999,1999,19,insta_762,100,1314,"12,16","282,82","294,98","0,2244901065"
11755,female,29/12/1998,1998,19,insta_11755,100,1316,"1,65","139,54","141,19","0,107287234"
10960,female,06/02/1999,1999,19,insta_10960,59,1322,"3,728813559","228,8135593","232,5423729","0,1759019462"
7175,female,01/03/1999,1999,19,insta_7175,11,1326,"3,909090909","93,09090909",97,"0,07315233786"
3934,female,05/03/1999,1999,19,insta_3934,100,1327,"2,42","57,64","60,06","0,04525998493"
4571,female,14/06/1998,1998,19,insta_4571,13,1328,"2,384615385","91,30769231","93,69230769","0,07055143652"
2679,female,24/03/1999,1999,19,insta_2679,100,1330,"4,96","155,35","160,31","0,1205338346"
14701,male,21/06/1998,1998,19,insta_14701,24,1337,"4,333333333","102,7083333","107,0416667","0,08006108202"
11240,female,20/11/1998,1998,19,insta_11240,17,1347,"1,705882353",88,"89,70588235","0,06659679462"
13248,female,31/10/1998,1998,19,insta_13248,100,1348,"6,57","179,29","185,86","0,1378783383"
3548,female,27/09/1998,1998,19,insta_3548,100,1358,"2,43","165,02","167,45","0,1233063328"
6885,female,03/09/1998,1998,19,insta_6885,69,1362,"2,028985507","145,4057971","147,4347826","0,1082487391"
4727,female,29/10/1998,1998,19,insta_4727,67,1371,"4,089552239","183,2835821","187,3731343","0,1366689528"
10024,female,21/05/1999,1999,19,insta_10024,46,1372,"1,02173913","131,8043478","132,826087","0,09681201673"
12449,male,28/04/1999,1999,19,insta_12449,8,1373,"2,875","167,625","170,5","0,1241806264"
10191,male,12/06/1998,1998,19,insta_10191,25,1375,"3,76","99,36","103,12","0,07499636364"
6667,female,02/05/1999,1999,19,insta_6667,2,1376,1,462,463,"0,3364825581"
7035,female,26/10/1998,1998,19,insta_7035,100,1387,"2,41","84,7","87,11","0,06280461428"
9183,female,27/10/1998,1998,19,insta_9183,100,1393,"8,79",190,"198,79","0,1427063891"
9778,female,08/11/1998,1998,19,insta_9778,18,1401,"4,722222222","67,16666667","71,88888889","0,05131255452"
3933,female,25/03/1999,1999,19,insta_3933,100,1404,"6,4","133,05","139,45","0,09932336182"
15896,male,26/07/1998,1998,19,insta_15896,100,1411,"2,84","89,64","92,48","0,06554216867"
2388,female,30/08/1998,1998,19,insta_2388,100,1420,"9,52","172,3","181,82","0,1280422535"
15529,female,07/05/1999,1999,19,insta_15529,2,1427,0,24,24,"0,01681850035"
6627,male,14/10/1998,1998,19,insta_6627,100,1430,"3,35","107,19","110,54","0,0773006993"
14396,female,08/06/1999,1999,19,insta_14396,72,1430,"20,375","167,7638889","188,1388889","0,1315656566"
4283,female,22/02/1999,1999,19,insta_4283,85,1446,"3,129411765","123,8235294","126,9529412","0,08779594825"
1004,female,04/03/1999,1999,19,insta_1004,30,1452,"9,866666667","273,1666667","283,0333333","0,1949265381"
31,male,24/01/1999,1999,19,insta_31,100,1459,"1,22","313,98","315,2","0,2160383825"
15975,female,20/04/1999,1999,19,insta_15975,10,1466,6,"105,1","111,1","0,07578444748"
919,female,24/04/1999,1999,19,insta_919,23,1467,"11,17391304","386,6086957","397,7826087","0,2711537892"
12114,female,26/11/1998,1998,19,insta_12114,16,1474,"7,3125","125,5","132,8125","0,09010345997"
10646,female,20/03/1999,1999,19,insta_10646,82,1484,"0,4390243902","52,7195122","53,15853659","0,0358211163"
8046,male,13/10/1998,1998,19,insta_8046,72,1491,"5,472222222","334,9166667","340,3888889","0,2282957001"
10956,female,23/01/1999,1999,19,insta_10956,16,1492,"21,0625","436,8125","457,875","0,3068867292"
14427,female,14/05/1999,1999,19,insta_14427,84,1496,"11,02380952","240,6190476","251,6428571","0,168210466"
8560,female,17/05/1999,1999,19,insta_8560,100,1504,"2,26","113,53","115,79","0,07698803191"
13827,female,10/07/1998,1998,19,insta_13827,88,1508,"16,94318182","289,5681818","306,5113636","0,2032568724"
1084,female,01/10/1998,1998,19,insta_1084,100,1527,"16,26","165,72","181,98","0,1191748527"
12846,female,02/01/1999,1999,19,insta_12846,18,1531,"13,5","133,7777778","147,2777778","0,09619711155"
15159,female,04/07/1998,1998,19,insta_15159,100,1533,"0,4","22,01","22,41","0,0146183953"
4654,female,10/10/1998,1998,19,insta_4654,100,1546,"7,65","102,48","110,13","0,07123544631"
11626,female,26/07/1998,1998,19,insta_11626,100,1550,"3,66","193,29","196,95","0,1270645161"
9860,female,08/05/1999,1999,19,insta_9860,46,1553,"2,934782609","176,2173913","179,1521739","0,1153587726"
15032,female,29/11/1998,1998,19,insta_15032,100,1558,"4,84","140,17","145,01","0,09307445443"
9160,female,01/07/1998,1998,19,insta_9160,100,1562,"2,66","132,26","134,92","0,08637644046"
5637,female,04/04/1999,1999,19,insta_5637,100,1564,"2,39","87,7","90,09","0,05760230179"
6631,female,23/07/1998,1998,19,insta_6631,75,1589,"14,72","245,72","260,44","0,163901825"
12231,female,29/12/1998,1998,19,insta_12231,36,1597,"5,722222222","81,83333333","87,55555556","0,05482501913"
3938,female,09/09/1998,1998,19,insta_3938,100,1622,"21,07","468,5","489,57","0,3018310727"
6096,female,14/11/1998,1998,19,insta_6096,100,1644,"18,54","423,62","442,16","0,2689537713"
12227,female,03/09/1998,1998,19,insta_12227,100,1646,"3,95","68,43","72,38","0,04397326853"
14285,female,20/07/1998,1998,19,insta_14285,100,1648,"7,46","249,23","256,69","0,1557584951"
9212,female,18/06/1998,1998,19,insta_9212,66,1659,"1,5","65,37878788","66,87878788","0,0403127112"
13071,female,18/07/1998,1998,19,insta_13071,79,1669,"8,341772152","131,5696203","139,9113924","0,08382947418"
1227,male,03/03/1999,1999,19,insta_1227,1,1671,10,87,97,"0,05804907241"
14033,male,22/07/1998,1998,19,insta_14033,9,1698,"28,33333333","342,7777778","371,1111111","0,2185577804"
9643,female,21/03/1999,1999,19,insta_9643,100,1702,"1,87","55,82","57,69","0,03389541716"
1122,female,29/12/1998,1998,19,insta_1122,100,1704,"15,41",185,"200,41","0,1176115023"
14552,male,24/12/1998,1998,19,insta_14552,100,1704,"7,1","208,96","216,06","0,1267957746"
6047,female,26/05/1999,1999,19,insta_6047,100,1715,"0,7","35,42","36,12","0,02106122449"
